Concert,Date,Venue,Location,Index
"Hills Of Rock Festival 2022",2022-07-23 00:00:00.000,"Plovdiv Rowing Canal","Plovdiv, Plovdiv, Bulgaria",1848
"Sabaton / Blind Guardian / Epica / Enemy of Reality / The Silent Rage",2022-07-21 00:00:00.000,"Πλατεία Νερού","Αθήνα, Ελλάδα",1847
"Sabaton / Blind Guardian / Silent Rose / Enemy of Reality / Epica.",2022-07-21 00:00:00.000,"Water Plaza","Kallithea, Attica, Greece",1846
"Sabaton / Blind Guardian / Epica / Enemy of Reality",2022-07-21 00:00:00.000,"Plateía Neroú (Πλατεία Νερού)","Kallithea, Attica, Greece",1845
"Sabaton / Dynazty",2022-07-25 00:00:00.000,"Arenele Romane","Bucharest, Bucureşti, Romania",1843
"Sabaton Open Air Festival 2022",2022-08-06 00:00:00.000,"Lugnet","Falun, Dalarna, Sweden",1842
"Sabaton Open Air Festival 2022",2022-08-03 00:00:00.000,"Lugnet","Falun, Dalarna, Sweden",1842
"Sabaton Open Air 2022",2022-08-06 00:00:00.000,"Sabaton Open Air","Falun, Dalarna, Sweden",1841
"Sabaton Open Air 2022",2022-08-03 00:00:00.000,"Sabaton Open Air","Falun, Dalarna, Sweden",1841
"JAILBREAK 2022",2022-08-13 00:00:00.000,"Fængslet Horsens","Horsens, Central Jutland, Denmark",1839
"Sabaton / Nocny Kochanek / Avatar",2022-08-23 00:00:00.000,"Tauron Arena Kraków","Kraków, Lesser Poland, Poland",1836
"Sabaton / Avatar / Bloodbound",2022-08-25 00:00:00.000,"O2 Arena Prague","Prague, Hlavní město Praha, Czechia",1834
"Helloween / Sabaton / Beast in Black / Moonlight Haze",2022-08-27 00:00:00.000,"Ippodromo di San Siro","Milan, Lombardy, Italy",1833
"Sabaton / Helloween / Phil Campbell and the Bastard Sons / Silver Dust",2022-08-28 00:00:00.000,"Riverside Open Air","Aarburg, Switzerland",1832
"Sabaton / Epica",2022-09-15 00:00:00.000,"Paramount Theatre","Seattle, Washington, United States",1831
"Sabaton / Epica",2022-09-16 00:00:00.000,"Roseland Theater","Portland, Oregon, United States",1830
"Sabaton / Epica",2022-09-17 00:00:00.000,"Roseland Theater","Portland, Oregon, United States",1829
"Sabaton / Epica",2022-09-19 00:00:00.000,"Revolution Concert House & Event Center","Garden City, Idaho, United States",1828
"Sabaton / Hulkoff",2022-05-15 00:00:00.000,"Sporthallen Östersund","Östersund, Sweden",1817
"Hellfest ‘22",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1808
"Hellfest ‘22",2022-06-17 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1808
"Graspop Metal Meeting 2022",2022-06-19 00:00:00.000,"","Graspop Metal Meeting 2022",1807
"Hellfest 2022 Weekend 2",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1803
"Hellfest 2022 Weekend 2",2022-06-23 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1803
"Hellfest 2022 Part II",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1802
"Hellfest 2022 Part II",2022-06-23 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1802
"Hellfest Extended 2022",2022-06-23 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1801
"Hellfest Extended 2022",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1801
"Hellfest 2022 - Weekend 2",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1800
"Hellfest 2022 - Weekend 2",2022-06-23 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1800
"Hellfest 2022. Part 2. 23-26/7",2022-06-23 00:00:00.000,"Hellfest Open Air 2022. Part 2","Clisson, Pays de la Loire, France",1799
"Download Germany 2022",2022-06-24 00:00:00.000,"Hockenheimring","Hockenheim, Baden-Württemberg, Germany",1798
"Tagada Jones / Ugly Kid Joe / Bring Me The Horizon / Metallica / Sabaton",2022-06-26 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",1797
"Resurrection Fest 2022",2022-07-03 00:00:00.000,"Campo de Fútbol Celeiro","Viveiro, Galicia, Spain",1796
"Resurrection Fest 2022",2022-06-29 00:00:00.000,"Campo de Fútbol Celeiro","Viveiro, Galicia, Spain",1796
"Five Finger Death Punch / Sabaton",2022-06-29 00:00:00.000,"Allmend","Frauenfeld, Thurgau, Switzerland",1795
"Five Finger Death Punch / Sabaton / Eluveitie / FEVER 333 / chaoseum",2022-06-29 00:00:00.000,"Openair Frauenfeld","Frauenfeld, Thurgau, Switzerland",1793
"""Frauenfeld Rocks"" / Metallica / Sabaton / Five Finger Death Punch",2022-06-29 00:00:00.000,"Grosse Allmend Frauenfeld","Frauenfeld, Thurgau, Switzerland",1792
"VOA Heavy Rock Festival",2022-07-02 00:00:00.000,"National Stadium","Lisbon, Lisbon, Portugal",1791
"VOA Heavy Rock Festival",2022-06-30 00:00:00.000,"National Stadium","Lisbon, Lisbon, Portugal",1791
"VOA heavy Rock Festival 2022",2022-07-02 00:00:00.000,"Estádio Nacional","Algés, Lisbon, Portugal",1790
"VOA heavy Rock Festival 2022",2022-06-30 00:00:00.000,"Estádio Nacional","Algés, Lisbon, Portugal",1790
"VOA Heavy Rock Festival",2022-06-30 00:00:00.000,"Estádio Nacional","Lisbon, Lisbon, Portugal",1789
"VOA Heavy Rock Festival",2022-07-02 00:00:00.000,"Estádio Nacional","Lisbon, Lisbon, Portugal",1789
"Sabaton / The Hu / Lordi",2022-04-02 00:00:00.000,"Tui Arena","Hanover, Lower Saxony, Germany",1788
"Sabaton / Hulkoff",2022-04-12 00:00:00.000,"Garden, Konsert & Kongress","Linköping, Östergötland, Sweden",1783
"Sabaton / Hulkoff",2022-04-19 00:00:00.000,"KalmarSalen","Kalmar, Sweden",1777
"Sabaton / Hulkoff",2022-04-25 00:00:00.000,"Halmstad Live","Halmstad, Sweden",1773
"Sabaton / Hulkoff",2022-04-28 00:00:00.000,"Stora Salen, Kulturens Hus","Luleå, Sweden",1771
"Sabaton / Hulkoff",2022-01-31 00:00:00.000,"Sundspärlan","Helsingborg, Skåne, Sweden",1768
"Sabaton / Hulkoff",2022-02-01 00:00:00.000,"Slagthuset","Malmo, Skåne, Sweden",1767
"Sabaton / Hulkoff",2022-02-02 00:00:00.000,"Södra Kasern","Kristianstad, Sweden",1766
"Sabaton / Hulkoff",2022-02-04 00:00:00.000,"Bellevueparken","Karlshamn, Sweden",1765
"Sabaton / Hulkoff",2022-02-05 00:00:00.000,"Valhall, Skövde Kulturhus","Skövde, Västra Götaland, Sweden",1764
"Sabaton / Hulkoff",2022-02-06 00:00:00.000,"Apollon, Folkets Hus Kulturhuset","Trollhättan, Sweden",1763
"Sabaton / Hulkoff",2022-02-07 00:00:00.000,"Gummifabriken","Värnamo, Sweden",1762
"Sabaton / Hulkoff",2022-02-09 00:00:00.000,"Klubb Ron","Ronneby, Sweden",1761
"Sabaton / Hulkoff",2022-02-10 00:00:00.000,"Flygeln","Norrköping, Östergötland, Sweden",1760
"Sabaton / Hulkoff",2022-02-11 00:00:00.000,"Quality Hotel Galaxen","Borlänge, Sweden",1759
"Sabaton / Hulkoff",2022-02-12 00:00:00.000,"Magasinet Falun","Falun, Dalarna, Sweden",1758
"Sabaton / The Hu / Lordi",2022-03-04 00:00:00.000,"Oslo Spektrum","Oslo, Oslo, Norway",1757
"Sabaton / The Hu / Lordi",2022-03-08 00:00:00.000,"Barclays Arena","Hamburg, Hamburg, Germany",1755
"Sabaton / Lordi / The Hu",2022-03-18 00:00:00.000,"OVO Arena Wembley","London, England, United Kingdom",1753
"Sabaton / The Hu / Lordi",2022-03-19 00:00:00.000,"First Direct Arena","Leeds, England, United Kingdom",1752
"Sabaton / The Hu / Lordi",2022-03-20 00:00:00.000,"Motorpoint Arena Cardiff","Cardiff, Wales, United Kingdom",1751
"Sabaton / The Hu / Lordi",2022-03-25 00:00:00.000,"Ziggo Dome","Amsterdam, North Holland, Netherlands",1749
"Good things 2022",2021-12-02 00:00:00.000,"Flemington Racecourse","Melbourne, Victoria, Australia",1746
"Sabaton / Hulkoff",2022-01-07 00:00:00.000,"Nöjesfabriken","Karlstad, Värmland, Sweden",1744
"Sabaton / Hulkoff",2022-01-08 00:00:00.000,"Conventum Kongress","Örebro, Örebro, Sweden",1743
"Sabaton / Hulkoff",2022-01-10 00:00:00.000,"Halmstad Live","Halmstad, Sweden",1742
"Sabaton / Hulkoff",2022-01-11 00:00:00.000,"Råda Rum","Mölndal, Sweden",1741
"Sabaton / Hulkoff",2022-01-12 00:00:00.000,"KalmarSalen","Kalmar, Sweden",1740
"Sabaton / Hulkoff",2022-01-14 00:00:00.000,"Sara Kulturhus","Skellefteå, Sweden",1739
"Sabaton / Hulkoff",2022-01-15 00:00:00.000,"Pite Havsbad","Piteå, Sweden",1738
"Sabaton / Hulkoff",2022-01-18 00:00:00.000,"Folkets Park","Huskvarna, Sweden",1737
"Sabaton / Hulkoff",2022-01-21 00:00:00.000,"Aveny","Sundsvall, Sweden",1736
"Sabaton / Hulkoff",2022-01-22 00:00:00.000,"Umeå Folkets Hus","Umeå, Sweden",1735
"Sabaton / Hulkoff",2022-01-23 00:00:00.000,"Folkets Hus","Östersund, Sweden",1734
"Sabaton / Hulkoff",2022-01-24 00:00:00.000,"Gasklockorna","Gävle, Gävleborg, Sweden",1733
"Sabaton / Hulkoff",2022-01-26 00:00:00.000,"Uppsala Konsert & Kongress","Uppsala, Uppsala, Sweden",1732
"Sabaton / Hulkoff",2022-01-27 00:00:00.000,"Lokomotivet","Eskilstuna, Södermanland, Sweden",1731
"Sabaton / Hulkoff",2022-01-28 00:00:00.000,"Åhaga","Borås, Sweden",1730
"Sabaton / Hulkoff",2022-01-29 00:00:00.000,"Älmhults Handelsplats","Älmhult, Sweden",1729
"DJ Snake / Roni Size & Dynamite MC / Sabaton / Asaf Avidan / Robin Schulz / Paul van Dyk / David Guetta",2021-07-11 00:00:00.000,"EXIT","Novi Sad, Vojvodina, Serbia",1728
"DJ Snake / Roni Size & Dynamite MC / Sabaton / Asaf Avidan / Robin Schulz / Paul van Dyk / David Guetta",2021-07-08 00:00:00.000,"EXIT","Novi Sad, Vojvodina, Serbia",1728
"EXIT Festival",2021-07-11 00:00:00.000,"Petrovaradin Fortress","Novi Sad, Vojvodina, Serbia",1727
"EXIT Festival",2021-07-08 00:00:00.000,"Petrovaradin Fortress","Novi Sad, Vojvodina, Serbia",1727
"""Park Live"" / Sabaton",2021-07-14 00:00:00.000,"Luzhniki Palace Of Sports","Moscow, Russian Federation",1725
"""Release Athens"" / Sabaton",2021-07-17 00:00:00.000,"Plateía Neroú (Πλατεία Νερού)","Kallithea, Attica, Greece",1724
"Rock Castle Open Air Festival (Day 2 of 3)",2021-08-20 00:00:00.000,"Zámecký Areál, Moravský Krumlov","Moravský Krumlov, South Moravian, Czechia",1722
"Blue Ridge Rock Fest 2021",2021-09-12 00:00:00.000,"Blue Ridge Amphitheater","Danville, Virginia, United States",1719
"Blue Ridge Rock Fest 2021",2021-09-09 00:00:00.000,"Blue Ridge Amphitheater","Danville, Virginia, United States",1719
"Blue Ridge Rock Festival",2021-09-09 00:00:00.000,"Blue Ridge Amphitheater","Danville, Virginia, United States",1718
"Judus Priest / Sabaton / Lacuna Coil / Soulfly / Mushroomhead / Uncured",2021-09-11 00:00:00.000,"Orlando Amphitheater, Central Florida Fairgrounds","Orlando, Florida, United States",1717
"Judas Priest / Sabaton / Soul Fly / Tommy Vext / Ill Nino / Uncured / The Convalescence",2021-09-11 00:00:00.000,"Warlando","Orlando, Florida, United States",1716
"Judas Priest / Sabaton / Soulfly / Ill Nino / Tommy Vext / Uncured",2021-09-11 00:00:00.000,"Orlando Amphitheater, Central Florida Fairgrounds","Orlando, Florida, United States",1715
"Louder Than Life 2021",2021-09-26 00:00:00.000,"Kentucky Expo Center","Louisville, Kentucky, United States",1706
"Louder Than Life 2021",2021-09-23 00:00:00.000,"Kentucky Expo Center","Louisville, Kentucky, United States",1706
"Louder Than Life Festival 2021",2021-09-23 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1705
"Louder Than Life Festival 2021",2021-09-26 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1705
"Louder Than Life Festival 2021",2021-09-26 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1704
"Louder Than Life Festival 2021",2021-09-23 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1704
"Louder Than Life 2021",2021-09-26 00:00:00.000,"Highland Festival Grounds, Kentucky Exposition Center","Louisville, Kentucky, United States",1703
"Louder Than Life 2021",2021-09-23 00:00:00.000,"Highland Festival Grounds, Kentucky Exposition Center","Louisville, Kentucky, United States",1703
"Louder Than Life Festival 2021",2021-09-26 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1702
"Louder Than Life Festival 2021",2021-09-23 00:00:00.000,"Kentucky Exposition Center","Louisville, Kentucky, United States",1702
"Louder Than Life Festival 2021",2021-09-26 00:00:00.000,"Highland Festival Grounds, Kentucky Exposition Center","Louisville, Kentucky, United States",1701
"Louder Than Life Festival 2021",2021-09-23 00:00:00.000,"Highland Festival Grounds, Kentucky Exposition Center","Louisville, Kentucky, United States",1701
"Metallica / Judas Priest / Sabaton / The Hu / Every Time I Die",2021-09-26 00:00:00.000,"","Louisville, Kentucky, United States",1698
"Louder Than Life",2021-09-26 00:00:00.000,"Kentucky Expo Center","Louisville, Kentucky, United States",1697
"Louder Than Life 2021 Day 3",2021-09-26 00:00:00.000,"Highland Festival Grounds, Kentucky Exposition Center","Louisville, Kentucky, United States",1696
"Sabaton / Amaranthe / Apocalyptica",2020-02-16 00:00:00.000,"Oslo Spektrum","Oslo, Oslo, Norway",1672
"Sabaton / Avatar",2020-03-11 00:00:00.000,"Dkzh","Novosibirsk, Russian Federation",1667
"Sabaton / Avatar",2020-03-13 00:00:00.000,"Stadium Live Club","Moscow, Russian Federation",1666
"Sabaton / Avatar",2020-03-14 00:00:00.000,"A2 green concert","St. Petersburg, Russian Federation",1665
"Sabaton / Apocalyptica / Amaranthe",2020-04-04 00:00:00.000,"Sant Jordi Club","Barcelona, Catalonia",1662
"Battle Beast / Amaranthe / Amorphis / Sabaton / Nightwish",2020-06-05 00:00:00.000,"Rockfest","Tampere, Pirkanmaa, Finland",1661
"Wacken World Wide",2020-08-01 00:00:00.000,"Your Living Room","",1660
"Wacken World Wide",2020-07-29 00:00:00.000,"Your Living Room","",1660
"Sabaton / Apocalyptica / Amaranthe",2020-01-19 00:00:00.000,"Olympiahalle","Munich, Bavaria, Germany",1652
"Amaranthe / Sabaton",2020-01-21 00:00:00.000,"Gasometer Halle","Vienna, Vienna, Austria",1651
"Sabaton / Apocalyptica / Amaranthe",2020-01-21 00:00:00.000,"Raiffeisen Halle Im Gasometer","Vienna, Vienna, Austria",1650
"Sabaton / Apocalyptica",2020-01-22 00:00:00.000,"Arena","Budapest, Budapest, Hungary",1649
"Sabaton / Apocalyptica / Amaranthe",2020-01-24 00:00:00.000,"Central Sports Centre Torwar","Warsaw, Mazovia, Poland",1648
"Sabaton / Apocalyptica / Amaranthe",2020-01-25 00:00:00.000,"Max-Schmeling-Halle","Berlin, Berlin, Germany",1647
"Sabaton / Amaranthe / Apocalyptica",2020-01-26 00:00:00.000,"O2 Arena Prague","Prague, Hlavní město Praha, Czechia",1646
"Sabaton / Apocalyptica / Amaranthe",2020-01-28 00:00:00.000,"Alcatraz","Milan, Lombardy, Italy",1645
"Sabaton / Apocalyptica / Amaranthe",2020-01-30 00:00:00.000,"Arena Leipzig","Leipzig, Saxony, Germany",1644
"Sabaton / Apocalyptica / Amaranthe",2020-01-31 00:00:00.000,"Festhalle Messe Frankfurt","Frankfurt am Main, Hesse, Germany",1643
"Sabaton / Apocalyptica / Amaranthe",2020-02-01 00:00:00.000,"König Pilsener Arena","Oberhausen, North Rhine-Westphalia, Germany",1642
"Sabaton / Apocalyptica / Amaranthe",2020-02-02 00:00:00.000,"Sportpaleis Antwerpen (Antwerp Sports Palace)","Antwerp, Flanders, Belgium",1641
"Amaranthe / Sabaton",2020-02-04 00:00:00.000,"Palau Sant Jordi","Barcelona, Catalonia, Spain",1640
"Amaranthe / Apocalyptica / Sabaton",2020-02-07 00:00:00.000,"Zénith Paris - La Villette","Paris, Île-de-France, France",1637
"Sabaton / Apocalyptica / Amaranthe",2020-02-08 00:00:00.000,"SSE Arena Wembley","London, England, United Kingdom",1636
"Sabaton / Apocalyptica / Amaranthe / Another Now",2020-02-09 00:00:00.000,"AFAS Live","Amsterdam, North Holland, Netherlands",1635
"Sabaton / Apocalyptica / Amaranthe",2020-02-11 00:00:00.000,"Alsterdorfer Sporthalle","Hamburg, Hamburg, Germany",1634
"Sabaton / Apocalyptica / Amaranthe",2020-02-12 00:00:00.000,"Forum Black Box","Frederiksberg, Capital Region, Denmark",1633
"Sabaton / Apocalyptica",2020-02-14 00:00:00.000,"Scandinavium","Gothenburg, Västra Götaland, Sweden",1632
"Sabaton / Apocalyptica / Amaranthe",2020-02-15 00:00:00.000,"Hovet","Stockholm, Stockholm, Sweden",1631
"Sabaton / Hammerfall",2019-10-16 00:00:00.000,"Vogue Theatre","Vancouver, British Columbia, Canada",1630
"Sabaton / Hammerfall",2019-10-18 00:00:00.000,"Union Hall","Edmonton, Alberta, Canada",1629
"Sabaton / Hammerfall",2019-10-19 00:00:00.000,"Palace Theatre","Calgary, Alberta, Canada",1628
"Sabaton / Hammerfall",2019-10-21 00:00:00.000,"The Complex (The Grand)","Salt Lake City, Utah, United States",1627
"Sabaton / Hammerfall",2019-10-23 00:00:00.000,"Ogden Theatre","Denver, Colorado, United States",1626
"Sabaton / Hammerfall",2019-10-26 00:00:00.000,"The Vic","Chicago, Illinois, United States",1624
"Sabaton / Hammerfall",2019-10-26 00:00:00.000,"The Vic Theatre","Chicago, Illinois, United States",1623
"Sabaton / Hammerfall",2019-10-27 00:00:00.000,"The Agora","Cleveland, Ohio, United States",1622
"Sabaton / Hammerfall",2019-10-29 00:00:00.000,"The Danforth Music Hall","Toronto, Ontario, Canada",1621
"Sabaton / Hammerfall",2019-10-30 00:00:00.000,"MTELUS","Montreal, Quebec, Canada",1620
"Sabaton / Hammerfall",2019-11-01 00:00:00.000,"The Worcester Palladium","Worcester, Massachusetts, United States",1619
"Sabaton / Hammerfall",2019-11-02 00:00:00.000,"PlayStation Theater","New York, New York, United States",1618
"Sabaton / Hammerfall",2019-11-02 00:00:00.000,"Palladium Times Square","New York, New York, United States",1617
"Sabaton / Hammerfall",2019-11-03 00:00:00.000,"The Fillmore Silver Spring","Silver Spring, Maryland, United States",1616
"Sabaton / Hammerfall",2019-11-04 00:00:00.000,"The Fillmore Silver Spring","Silver Spring, Maryland, United States",1615
"Sabaton / Amaranthe / Apocalyptica",2019-11-23 00:00:00.000,"Hartwall Arena","Helsinki, Uusimaa, Finland",1614
"Dream Theater / Sabaton / Killswitch Engage / Rhapsody / Reckonin Hour",2019-12-07 00:00:00.000,"Arena Anhembi","São Paulo, São Paulo, Brazil",1610
"Sabaton / Apocalyptica / Amaranthe",2020-01-17 00:00:00.000,"Hallenstadion Zürich","Zurich, Zurich, Switzerland",1609
"Sabaton / Apocalyptica / Amaranthe",2020-01-18 00:00:00.000,"Hanns-Martin-Schleyer-Halle","Stuttgart, Baden-Württemberg, Germany",1608
"Wacken Open Air 2019",2019-08-03 00:00:00.000,"Hauptstrasse","Wacken, Schleswig-Holstein, Germany",1604
"Wacken Open Air 2019",2019-07-31 00:00:00.000,"Hauptstrasse","Wacken, Schleswig-Holstein, Germany",1604
"Wacken Open Air 2019",2019-08-03 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1603
"Wacken Open Air 2019",2019-07-31 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1603
"Wacken Festival 2019",2019-07-31 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1602
"Wacken Festival 2019",2019-08-03 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1602
"Wacken Open Air 2019",2019-08-03 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1601
"Wacken Open Air 2019",2019-07-31 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1601
"Wacken Open Air",2019-08-03 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1600
"Wacken Open Air",2019-08-01 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1600
"Wacken 2019",2019-08-03 00:00:00.000,"Wacken Festival Grounds","Wacken, Schleswig-Holstein, Germany",1599
"Wacken 2019",2019-08-01 00:00:00.000,"Wacken Festival Grounds","Wacken, Schleswig-Holstein, Germany",1599
"Wacken Open Air xXx",2019-08-03 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1598
"Wacken Open Air xXx",2019-08-01 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",1598
